GEOID_c0,GEOID_c1,n
11001004300,11001000100,1
11001008302,11001000100,1
11001004901,11001000100,2
11001004400,11001000100,1
11001001302,11001000100,1
11001007200,11001000100,3
11001010600,11001000100,1
11001004801,11001000100,2
11001003800,11001000100,1
11001008301,11001000100,1
11001000501,11001000202,1
11001004702,11001000202,3
11001004901,11001000202,1
11001007200,11001000202,3
11001004300,11001000202,1
11001005201,11001000202,1
11001010200,11001000300,1
11001004702,11001000300,3
11001004801,11001000300,1
11001000400,11001000300,3
11001004901,11001000300,1
11001003800,11001000300,2
11001004400,11001000300,2
11001000501,11001000300,1
11001008701,11001000300,1
11001004300,11001000300,1
11001007200,11001000300,7
11001005301,11001000300,1
11001000502,11001000300,1
11001010600,11001000300,4
11001010600,11001000400,1
11001004901,11001000400,1
11001000400,11001000400,1
11001004600,11001000501,2
11001000502,11001000501,1
11001000501,11001000501,10
11001003800,11001000501,3
11001004702,11001000501,1
11001010600,11001000501,3
11001007200,11001000501,2
11001008402,11001000501,1
11001004901,11001000501,1
11001000502,11001000502,6
11001010600,11001000502,4
11001004702,11001000502,1
11001004400,11001000502,1
11001008410,11001000600,1
11001010600,11001000600,1
11001003800,11001000600,1
11001001302,11001000600,1
11001000501,11001000701,3
11001010600,11001000701,1
11001005800,11001000701,1
11001003600,11001000701,2
11001007200,11001000702,2
11001008410,11001000702,1
11001001302,11001000702,1
11001003600,11001000702,1
11001004400,11001000801,1
11001008410,11001000801,2
11001003600,11001000802,1
11001005201,11001000802,1
11001000400,11001000802,1
11001005800,11001000802,1
11001007200,11001000901,1
11001010600,11001000902,1
11001008410,11001000902,1
11001000501,11001001001,2
11001010600,11001001001,3
11001004600,11001001001,1
11001009301,11001001001,1
11001007200,11001001001,1
11001004702,11001001002,1
11001001302,11001001002,1
11001007200,11001001002,2
11001000400,11001001002,1
11001010600,11001001002,3
11001005800,11001001002,1
11001009301,11001001002,1
11001007200,11001001100,1
11001010600,11001001100,2
11001000501,11001001100,2
11001005301,11001001200,1
