GEOID_c5,GEOID_c6,n
13121007002,13009970300,.0004602880563651
13063040519,13009970300,.0004028944135365
13089021809,13009970800,.0000118776714655
13121010122,13009970800,.0023585936004171
13067030230,13009970800,.0005133613129626
13121009102,13009970800,.0002734359608419
13121011410,13009970800,.0005949203556655
13121000500,13009970800,.0096302514690384
13067030505,13009970800,.0004820256562438
13063040408,13009970800,.0000543168550914
13135050310,13009970800,.000055624930903
13089021216,13009970800,.001273761010525
13121010118,13009970800,.0716944942844984
13121009403,13009970800,.0004889103863843
13067031207,13009970800,.0002677629325977
13121002900,13009970800,.0016890349696919
13089021307,13009970800,.0002251509842791
13089021808,13009970800,.0013933131818348
13121010119,13009970800,.0000661875739398
13089021706,13009970800,.000335444535551
13089021603,13009970800,.0011115353855117
13063040514,13009970800,.000424737527435
13121000200,13009970800,.0006387518261331
13089021414,13009970800,.0004513578994141
13121011427,13009970800,.0019014537975961
13089023310,13009970800,.0002549016213733
13135050304,13009970800,.0016743220545351
13089023418,13009970800,.0002209895695812
13121009502,13009970800,.0005433451518873
13121010110,13009970800,.0012411851508954
13121003200,13009970800,.0009102099351863
13121007704,13009970800,.0007737139268172
13121009601,13009970800,.000071139701442
13135050511,13009970800,.0007955731858994
13089023214,13009970800,.0001069121421191
13151070304,13009970800,.0002744713716985
13121005200,13009970800,.0014887764047191
13121009402,13009970800,.0036006647148251
13089021814,13009970800,.0018731816086311
13089021215,13009970800,.0046742282802026
13135050526,13009970800,.0000166836725282
13121011417,13009970800,.0001681650586084
13135050541,13009970800,.0003776090086434
13135050605,13011970300,.0001635086173266
13121009200,13011970300,.0033918938669385
13135050212,13011970300,.001404494652015
13121009300,13011970300,.0082134258928553
13089021202,13011970300,.0043860385241056
13135050103,13011970300,.0000232372670947
13135050537,13011970300,.0007960746031806
13297110100,13013180103,.0001278969902459
13135050418,13013180103,.003510132643515
13121001400,13013180103,.0004888685167263
13135050210,13013180103,.0009735169660282
13135050208,13013180103,.0002171755346342
13089021405,13013180103,.0014670636235749
13135050209,13013180103,.0007692679680112
13135050107,13013180103,.0012539695340963
13135050106,13013180103,.0012012080270817
13013180206,13013180103,.0012985516314039
13135050605,13013180103,.0001991258503623
13117130606,13013180103,.0003605971623658
13121011303,13013180103,.0009414086711625
13121011616,13013180103,.0010295402626619
13135050548,13013180103,.0005094335220776
13135050542,13013180103,.0000521660087627
13089023303,13013180103,.0000947400511948
13135050608,13013180103,.0001482887020369
13121009300,13013180103,.0007677877158169
13013180103,13013180103,.0017191595530211
13013180301,13013180103,.0024200700254166
13135050216,13013180103,.0011649733381951
13121009404,13013180103,.0024561127730134
13121009200,13013180103,.005962140682698
13013180106,13013180103,.0007332538857235
13135050720,13013180103,.0022060179566426
13135050421,13013180103,.0001277388720712
13089021409,13013180103,.0016766842675772
13089021705,13013180103,.000887934936784
13013180501,13013180103,.0014674640075359
13135050511,13013180103,.0001877491288285
13121001100,13013180103,.0043970579970034
13135050609,13013180103,.0007709586190739
13013180502,13013180103,.000582829088983
13135050540,13013180103,.0002861484898626
13063040514,13013180104,.0008420207794481
13089021603,13013180104,.0000267137351591
13135050106,13013180104,.000059878056308
13135050608,13013180104,.000252976926762
13013180503,13013180104,.0009887903062026
13013180106,13013180104,.0010215780521465
13013180104,13013180104,.0000949608515354
13135050520,13013180104,.0000874135093381
13013180205,13013180104,.0034403799787661
13297110504,13013180104,.0015326405165862
13057091005,13013180104,.000179423671088
13121003500,13013180104,.0007931697271268
13063040622,13013180104,.0005525029725035
13013180502,13013180104,.0002284246301516
13013180203,13013180104,.000023755492725
13067031206,13013180104,.0009243442273209
13143010400,13013180104,.0001937572947608
13135050712,13013180104,.0000464477348143
13089021216,13013180104,.0012511206666451
13135050606,13013180105,.0004601770938245
13135050530,13013180105,.010239531117994
13135050605,13013180105,.0003149774799732
13013180206,13013180105,.0000634995462702
13135050106,13013180105,.0005964175390482
13013180105,13013180105,.0010733253614709
13135050537,13013180105,.0002342593192741
