GEOID_c1,GEOID_c2,n
53033004301,53033000100,.0196503213157215
53033000100,53033000100,.9185174332321164
53061051918,53033000100,.0059595232003983
53033004700,53033000100,.4872759271931947
53033007600,53033000100,.1615693058874156
53033021804,53033000100,.0372852246439049
53033008001,53033000100,.467158497824415
53033007300,53033000100,.3849151096508047
53033008200,53033000100,.4809708873411431
53033010002,53033000100,.1615693058874156
53033004400,53033000100,.3635309355381685
53033020300,53033000100,.0517305233762339
53033032309,53033000100,.0301277218716913
53033007000,53033000100,.2113189313193462
53033003600,53033000100,.0110160892840071
53033005302,53033000100,.0290824741930095
53033008300,53033000100,.0519329931127525
53033022803,53033000100,.0660965357040427
53033007200,53033000100,.2704097115985484
53033009000,53033000100,.1470462226229847
53061051804,53033000100,.0068590743576453
53033008800,53033000100,.2908247527641613
53033010600,53033000100,.0559278383201156
53033020401,53033000100,.0807846529437078
53033000600,53033000100,.1454123763820806
53033023804,53033000100,.0382664145522826
53033001900,53033000100,.0790284657194478
53033010500,53033000100,.1403398503647911
53033007900,53033000100,.0121176984832595
53033006000,53033000100,.1468811886477504
53033021000,53033000100,.0165241339260107
53033007100,53033000100,.4408098526073828
53033000401,53033000100,.0660965357040427
53033011200,53033000100,.0123230825835694
53061041812,53033000100,.0220321785680142
53033011401,53033000100,.0279639191600578
53033011101,53033000100,.0464082030672732
53033006600,53033000100,.0872474225790285
53033004600,53033000100,.0908827338845421
53033009200,53033000100,.2077319724510101
53061050102,53033000100,.032128037848161
53061051928,53033000100,.0250710989092352
53033024800,53033000100,.1038659862255051
53033005400,53033000100,.0559278383201156
53033026100,53033000100,.0181765470477601
53033002200,53033000100,.7270618710763369
53033008002,53033000100,.0727061881910403
53033004900,53033000100,.0346219945056628
53033005200,53033000100,.1454123763820806
53033006700,53033000100,.4989640454742425
53033024300,53033000200,.0139819595800289
53033021600,53033000200,.1557989793382576
53033007000,53033000200,.450493248832688
53033032329,53033000200,.0111001812739891
53033008001,53033000200,.0279639191600578
53033008600,53033000200,.1321930714080853
53061051000,53033000200,.3635309355381685
53033005400,53033000200,.0977772871002755
53033002000,53033000200,.3635309355381685
53033009400,53033000200,.0519329931127525
53033007600,53033000200,.0660965357040427
53033003500,53033000200,.0538564352958052
53033006700,53033000200,.0484707939330379
53033011401,53033000200,.0363530954497784
53033003600,53033000200,.0559278383201156
53033001200,53033000200,.3170625986639209
53033026700,53033000200,.4847079284963127
53033022400,53033000200,.7270618710763369
53061051928,53033000200,.0250710989092352
53033010500,53033000200,.02117655954896
53033001300,53033000200,.1118556766402311
53061050102,53033000200,.0061615412917847
53033004301,53033000200,.0196503213157215
53033007200,53033000200,.0346219945056628
53061041701,53033000200,.3635309355381685
53061051804,53033000200,.0068590743576453
53033007402,53033000200,.280620378800439
53033008500,53033000200,.0269282176479026
53033025803,53033000200,.0094423619532365
53033004200,53033000200,.0908827338845421
53033022803,53033000200,.0075735613827549
53061041810,53033000200,.010386598216273
53033008400,53033000200,.0363530940955202
53033006200,53033000200,.7270618710763369
53033006900,53033000200,.0752132967277055
53033023804,53033000200,.037179301333524
53061051803,53033000200,.0032898728622753
53033005000,53033000200,.1038659862255051
53033006300,53033000200,.0660965357040427
53033001900,53033000200,.0998016621519938
53033007900,53033000200,.0692439890113257
53033021000,53033000200,.0165241339260107
53033005302,53033000200,.0908827338845421
53033000100,53033000200,.1436171607888138
53033004700,53033000200,.024786200889016
53061051923,53033000200,.0242353969665189
53033000401,53033000200,.0749631435575935
53033009900,53033000200,.0559278369658573
53033003600,53033000300,.0220321785680142
53033008400,53033000300,.0363530940955202
53033003300,53033000300,.1454123763820806
53033005000,53033000300,.0727061881910403
53033001200,53033000300,.0559278362887281
53033000401,53033000300,.0088666078535509
53033005100,53033000300,.1817654677690842
53033000600,53033000300,.3635309355381685
53033005900,53033000300,.0660965357040427
53061041905,53033000300,.0032170879131319
53033007100,53033000300,.0196503213157215
53033008200,53033000300,.0872474225790285
53033010300,53033000300,.058164948386019
53033021000,53033000300,.0165241339260107
53033007200,53033000300,.3243573433232062
